model,task,level,l1,resource_type,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std
mbert,svo_order,sent,english,n/a,4,2935,0.4079,0.3586,0.2339,0.0187,0.5841,0.5925,0.0108,0.3158,0.0081
mbert,svo_order,sent,finnish,n/a,4,2695,0.4079,0.3586,0.2221,0.0282,0.6224,0.5807,0.0044,0.3072,0.0148
mbert,svo_order,sent,french,n/a,4,2187,0.4079,0.3586,0.2944,0.0389,0.5496,0.6529,0.0092,0.2932,0.0256
mbert,svo_order,sent,german,n/a,4,1504,0.4079,0.3586,0.2345,0.0259,0.6063,0.5931,0.0098,0.3139,0.0084
mbert,svo_order,sent,italian,n/a,4,1501,0.4079,0.3586,0.2184,0.024,0.4375,0.5769,0.0061,0.2737,0.0165
mbert,svo_order,sent,kazah,n/a,4,2276,0.4079,0.3586,0.2042,0.0294,0.5775,0.5628,0.0151,0.3121,0.0209
mbert,svo_order,sent,korean,n/a,4,2175,0.4079,0.3586,0.2253,0.0221,0.6033,0.5839,0.0094,0.311,0.0034
mbert,svo_order,sent,swedish,n/a,4,1888,0.4079,0.3586,0.251,0.0148,0.5309,0.6096,0.0197,0.3337,0.0156
mbert,svo_order,sent,resource_high,high,4,19199,0.4079,0.3586,0.2992,0.0115,0.3861,0.6578,0.0044,0.3786,0.0019
mbert,svo_order,sent,resource_low,low,4,6284,0.4079,0.3586,0.2364,0.0137,0.416,0.595,0.0123,0.3408,0.0088
mbert,svo_order,sent,chinese,n/a,5,2261,0.4079,0.3586,0.2818,0.0239,0.5178,0.6404,0.0131,0.334,0.0115
mbert,svo_order,sent,english,n/a,5,2935,0.4079,0.3586,0.2615,0.0276,0.5841,0.6201,0.0049,0.3362,0.011
mbert,svo_order,sent,finnish,n/a,5,2695,0.4079,0.3586,0.2377,0.0156,0.6224,0.5963,0.0102,0.3214,0.0109
mbert,svo_order,sent,french,n/a,5,2187,0.4079,0.3586,0.3017,0.0073,0.5496,0.6603,0.0075,0.3105,0.0337
mbert,svo_order,sent,german,n/a,5,1504,0.4079,0.3586,0.2458,0.0113,0.6063,0.6044,0.0033,0.3271,0.0151
mbert,svo_order,sent,italian,n/a,5,1501,0.4079,0.3586,0.2403,0.022,0.4375,0.5989,0.0008,0.2819,0.0139
mbert,svo_order,sent,kazah,n/a,5,2276,0.4079,0.3586,0.2315,0.0272,0.5775,0.5901,0.015,0.3238,0.0173
mbert,svo_order,sent,korean,n/a,5,2175,0.4079,0.3586,0.2451,0.0198,0.6033,0.6037,0.0087,0.3215,0.0149
mbert,svo_order,sent,swedish,n/a,5,1888,0.4079,0.3586,0.2818,0.0307,0.5309,0.6404,0.0123,0.3614,0.0093
mbert,svo_order,sent,resource_high,high,5,19199,0.4079,0.3586,0.3185,0.0193,0.3861,0.6771,0.0043,0.4092,0.0045
mbert,svo_order,sent,resource_low,low,5,6284,0.4079,0.3586,0.2588,0.0224,0.416,0.6174,0.0043,0.3684,0.0092
mbert,svo_order,sent,chinese,n/a,6,2261,0.4079,0.3586,0.3026,0.0208,0.5178,0.6612,0.0181,0.3591,0.0221
mbert,svo_order,sent,english,n/a,6,2935,0.4079,0.3586,0.2768,0.0153,0.5841,0.6354,0.0101,0.3717,0.0275
mbert,svo_order,sent,finnish,n/a,6,2695,0.4079,0.3586,0.2626,0.0249,0.6224,0.6211,0.008,0.3447,0.0088
mbert,svo_order,sent,french,n/a,6,2187,0.4079,0.3586,0.3145,0.0128,0.5496,0.6731,0.0076,0.3202,0.0212
mbert,svo_order,sent,german,n/a,6,1504,0.4079,0.3586,0.277,0.0312,0.6063,0.6356,0.0193,0.3525,0.0135
mbert,svo_order,sent,italian,n/a,6,1501,0.4079,0.3586,0.243,0.0027,0.4375,0.6016,0.0175,0.2841,0.0101
mbert,svo_order,sent,kazah,n/a,6,2276,0.4079,0.3586,0.2359,0.0044,0.5775,0.5945,0.0167,0.3378,0.0094
mbert,svo_order,sent,korean,n/a,6,2175,0.4079,0.3586,0.2704,0.0253,0.6033,0.629,0.0039,0.358,0.0198
mbert,svo_order,sent,swedish,n/a,6,1888,0.4079,0.3586,0.2998,0.018,0.5309,0.6584,0.0164,0.3803,0.0172
mbert,svo_order,sent,resource_high,high,6,19199,0.4079,0.3586,0.3217,0.0032,0.3861,0.6802,0.0013,0.4214,0.0058
mbert,svo_order,sent,resource_low,low,6,6284,0.4079,0.3586,0.2593,0.0005,0.416,0.6179,0.0036,0.3813,0.0101
mbert,svo_order,sent,chinese,n/a,7,2261,0.4079,0.3586,0.2845,-0.0181,0.5178,0.6431,0.0084,0.3528,0.0169
mbert,svo_order,sent,english,n/a,7,2935,0.4079,0.3586,0.269,-0.0078,0.5841,0.6276,0.0142,0.3711,0.0317
mbert,svo_order,sent,finnish,n/a,7,2695,0.4079,0.3586,0.2574,-0.0052,0.6224,0.616,0.0088,0.3542,0.0069
mbert,svo_order,sent,french,n/a,7,2187,0.4079,0.3586,0.298,-0.0165,0.5496,0.6566,0.0071,0.3174,0.0142
mbert,svo_order,sent,german,n/a,7,1504,0.4079,0.3586,0.2724,-0.0046,0.6063,0.631,0.0163,0.3629,0.0138
mbert,svo_order,sent,italian,n/a,7,1501,0.4079,0.3586,0.2357,-0.0073,0.4375,0.5943,0.0154,0.2913,0.0076
mbert,svo_order,sent,kazah,n/a,7,2276,0.4079,0.3586,0.231,-0.0048,0.5775,0.5896,0.0132,0.343,0.0056
mbert,svo_order,sent,korean,n/a,7,2175,0.4079,0.3586,0.2644,-0.006,0.6033,0.623,0.0164,0.33,0.0204
mbert,svo_order,sent,swedish,n/a,7,1888,0.4079,0.3586,0.2992,-0.0005,0.5309,0.6578,0.0132,0.376,0.026
mbert,svo_order,sent,resource_high,high,7,19199,0.4079,0.3586,0.3257,0.004,0.3861,0.6843,0.0025,0.4317,0.0044
mbert,svo_order,sent,resource_low,low,7,6284,0.4079,0.3586,0.266,0.0067,0.416,0.6246,0.0031,0.3904,0.0055
mbert,svo_order,sent,chinese,n/a,8,2261,0.4079,0.3586,0.2788,-0.0057,0.5178,0.6373,0.0246,0.3583,0.0351
mbert,svo_order,sent,english,n/a,8,2935,0.4079,0.3586,0.2574,-0.0116,0.5841,0.616,0.0091,0.3667,0.0272
mbert,svo_order,sent,finnish,n/a,8,2695,0.4079,0.3586,0.2447,-0.0126,0.6224,0.6033,0.0161,0.3352,0.0055
mbert,svo_order,sent,french,n/a,8,2187,0.4079,0.3586,0.2902,-0.0078,0.5496,0.6488,0.0107,0.3037,0.0273
mbert,svo_order,sent,german,n/a,8,1504,0.4079,0.3586,0.2617,-0.0106,0.6063,0.6203,0.0234,0.3408,0.0363
mbert,svo_order,sent,italian,n/a,8,1501,0.4079,0.3586,0.2264,-0.0093,0.4375,0.585,0.0152,0.2778,0.0085
mbert,svo_order,sent,kazah,n/a,8,2276,0.4079,0.3586,0.2218,-0.0092,0.5775,0.5804,0.0082,0.3151,0.0105
mbert,svo_order,sent,korean,n/a,8,2175,0.4079,0.3586,0.2446,-0.0198,0.6033,0.6032,0.0114,0.3366,0.0097
mbert,svo_order,sent,swedish,n/a,8,1888,0.4079,0.3586,0.2828,-0.0164,0.5309,0.6414,0.0091,0.361,0.0211
mbert,svo_order,sent,resource_high,high,8,19199,0.4079,0.3586,0.3171,-0.0086,0.3861,0.6757,0.0025,0.4271,0.0109
mbert,svo_order,sent,resource_low,low,8,6284,0.4079,0.3586,0.2651,-0.001,0.416,0.6236,0.0046,0.3932,0.0031
mbert,svo_order,sent,chinese,n/a,9,2261,0.4079,0.3586,0.2619,-0.0168,0.5178,0.6205,0.0177,0.3564,0.0284
mbert,svo_order,sent,english,n/a,9,2935,0.4079,0.3586,0.2414,-0.016,0.5841,0.6,0.0115,0.347,0.0103
mbert,svo_order,sent,finnish,n/a,9,2695,0.4079,0.3586,0.2373,-0.0074,0.6224,0.5959,0.0199,0.3265,0.007
mbert,svo_order,sent,french,n/a,9,2187,0.4079,0.3586,0.2957,0.0055,0.5496,0.6543,0.0011,0.3034,0.0083
mbert,svo_order,sent,german,n/a,9,1504,0.4079,0.3586,0.2498,-0.012,0.6063,0.6084,0.0108,0.3397,0.0236
mbert,svo_order,sent,italian,n/a,9,1501,0.4079,0.3586,0.2117,-0.0147,0.4375,0.5703,0.0239,0.2631,0.0122
mbert,svo_order,sent,kazah,n/a,9,2276,0.4079,0.3586,0.2161,-0.0057,0.5775,0.5747,0.0004,0.3173,0.0151
mbert,svo_order,sent,korean,n/a,9,2175,0.4079,0.3586,0.2428,-0.0018,0.6033,0.6014,0.003,0.3354,0.0221
mbert,svo_order,sent,swedish,n/a,9,1888,0.4079,0.3586,0.2781,-0.0048,0.5309,0.6366,0.0163,0.3627,0.0056
mbert,svo_order,sent,resource_high,high,9,19199,0.4079,0.3586,0.3103,-0.0068,0.3861,0.6689,0.0015,0.4127,0.0105
mbert,svo_order,sent,resource_low,low,9,6284,0.4079,0.3586,0.2526,-0.0124,0.416,0.6112,0.0093,0.3864,0.0139
mbert,svo_order,sent,chinese,n/a,10,2261,0.4079,0.3586,0.2593,-0.0027,0.5178,0.6179,0.0207,0.357,0.0129
mbert,svo_order,sent,english,n/a,10,2935,0.4079,0.3586,0.2394,-0.002,0.5841,0.598,0.0136,0.3328,0.0351
mbert,svo_order,sent,finnish,n/a,10,2695,0.4079,0.3586,0.2191,-0.0182,0.6224,0.5777,0.0198,0.312,0.0119
mbert,svo_order,sent,french,n/a,10,2187,0.4079,0.3586,0.2756,-0.0201,0.5496,0.6342,0.0083,0.2851,0.0078
mbert,svo_order,sent,german,n/a,10,1504,0.4079,0.3586,0.2265,-0.0233,0.6063,0.5851,0.0171,0.2918,0.0151
mbert,svo_order,sent,italian,n/a,10,1501,0.4079,0.3586,0.2064,-0.0053,0.4375,0.565,0.0361,0.2619,0.0177
mbert,svo_order,sent,kazah,n/a,10,2276,0.4079,0.3586,0.1998,-0.0163,0.5775,0.5584,0.0073,0.3213,0.0066
mbert,svo_order,sent,korean,n/a,10,2175,0.4079,0.3586,0.2419,-0.0009,0.6033,0.6005,0.0053,0.3216,0.0117
mbert,svo_order,sent,swedish,n/a,10,1888,0.4079,0.3586,0.2659,-0.0122,0.5309,0.6245,0.0102,0.3638,0.0261
mbert,svo_order,sent,resource_high,high,10,19199,0.4079,0.3586,0.3047,-0.0056,0.3861,0.6633,0.0043,0.4005,0.0064
mbert,svo_order,sent,resource_low,low,10,6284,0.4079,0.3586,0.2526,0.0,0.416,0.6112,0.0119,0.381,0.0038
mbert,svo_order,sent,chinese,n/a,11,2261,0.4079,0.3586,0.25,-0.0093,0.5178,0.6086,0.0115,0.3365,0.0129
mbert,svo_order,sent,english,n/a,11,2935,0.4079,0.3586,0.2247,-0.0147,0.5841,0.5833,0.0191,0.3183,0.0197
mbert,svo_order,sent,finnish,n/a,11,2695,0.4079,0.3586,0.2099,-0.0093,0.6224,0.5685,0.0198,0.3071,0.023
mbert,svo_order,sent,french,n/a,11,2187,0.4079,0.3586,0.2573,-0.0183,0.5496,0.6159,0.0051,0.2755,0.0094
mbert,svo_order,sent,german,n/a,11,1504,0.4079,0.3586,0.2132,-0.0133,0.6063,0.5718,0.0084,0.3018,0.0472
mbert,svo_order,sent,italian,n/a,11,1501,0.4079,0.3586,0.2037,-0.0027,0.4375,0.5623,0.0253,0.2551,0.0237
mbert,svo_order,sent,kazah,n/a,11,2276,0.4079,0.3586,0.188,-0.0119,0.5775,0.5466,0.01,0.3042,0.0142
mbert,svo_order,sent,korean,n/a,11,2175,0.4079,0.3586,0.2304,-0.0115,0.6033,0.589,0.0152,0.3298,0.0198
mbert,svo_order,sent,swedish,n/a,11,1888,0.4079,0.3586,0.2521,-0.0138,0.5309,0.6107,0.0157,0.3436,0.0223
mbert,svo_order,sent,resource_high,high,11,19199,0.4079,0.3586,0.2948,-0.0099,0.3861,0.6534,0.0015,0.3859,0.0121
mbert,svo_order,sent,resource_low,low,11,6284,0.4079,0.3586,0.239,-0.0137,0.416,0.5976,0.0074,0.3725,0.0051
mbert,svo_order,sent,chinese,n/a,12,2261,0.4079,0.3586,0.2456,-0.0044,0.5178,0.6042,0.0209,0.3297,0.04
mbert,svo_order,sent,english,n/a,12,2935,0.4079,0.3586,0.2199,-0.0048,0.5841,0.5785,0.0121,0.3179,0.0125
mbert,svo_order,sent,finnish,n/a,12,2695,0.4079,0.3586,0.1969,-0.013,0.6224,0.5555,0.017,0.2917,0.0163
mbert,svo_order,sent,french,n/a,12,2187,0.4079,0.3586,0.2436,-0.0137,0.5496,0.6022,0.0081,0.2732,0.016
mbert,svo_order,sent,german,n/a,12,1504,0.4079,0.3586,0.2072,-0.006,0.6063,0.5658,0.0096,0.2824,0.0359
mbert,svo_order,sent,italian,n/a,12,1501,0.4079,0.3586,0.1991,-0.0047,0.4375,0.5576,0.026,0.2514,0.0217
mbert,svo_order,sent,kazah,n/a,12,2276,0.4079,0.3586,0.1858,-0.0022,0.5775,0.5444,0.0099,0.2977,0.008
mbert,svo_order,sent,korean,n/a,12,2175,0.4079,0.3586,0.2184,-0.012,0.6033,0.577,0.0147,0.3035,0.0201
mbert,svo_order,sent,swedish,n/a,12,1888,0.4079,0.3586,0.2368,-0.0154,0.5309,0.5953,0.0127,0.345,0.0276
mbert,svo_order,sent,resource_high,high,12,19199,0.4079,0.3586,0.2926,-0.0022,0.3861,0.6512,0.0036,0.3711,0.0079
mbert,svo_order,sent,resource_low,low,12,6284,0.4079,0.3586,0.2369,-0.0021,0.416,0.5955,0.0083,0.3503,0.0021
xlmr,Case,token,random_baseline,n/a,12,149780,0.3762,0.3745,0.0,0.0,-1.0,0.3745,0.0002,0.0801,0.0004
xlmr,Case,token,bulgarian,n/a,0,4132,0.3762,0.3745,0.4116,0.7861,0.4934,0.7861,0.0111,0.795,0.0083
xlmr,Case,token,english,n/a,0,19578,0.3762,0.3745,0.3886,0.7631,0.6258,0.7631,0.0029,0.7578,0.0031
xlmr,Case,token,german,n/a,0,8624,0.3762,0.3745,0.3851,0.7596,0.7011,0.7596,0.0079,0.7558,0.0108
xlmr,Case,token,hindi,n/a,0,1672,0.3762,0.3745,0.3905,0.765,0.459,0.765,0.0166,0.7512,0.0134
xlmr,Case,token,hungarian,n/a,0,1126,0.3762,0.3745,0.3529,0.7274,0.6092,0.7274,0.016,0.7016,0.0313
xlmr,Case,token,italian,n/a,0,10906,0.3762,0.3745,0.3854,0.7599,0.6917,0.7599,0.0038,0.7625,0.0038
xlmr,Case,token,japonese,n/a,0,5373,0.3762,0.3745,0.4247,0.7992,0.4278,0.7992,0.0016,0.7927,0.0021
xlmr,Case,token,kazah,n/a,0,12463,0.3762,0.3745,0.3891,0.7636,0.7089,0.7636,0.0004,0.7618,0.0019
xlmr,Case,token,korean,n/a,0,13275,0.3762,0.3745,0.3964,0.7709,0.6599,0.7709,0.0019,0.7639,0.0022
xlmr,Case,token,norwegian,n/a,0,3779,0.3762,0.3745,0.3953,0.7698,0.5589,0.7698,0.0063,0.7449,0.0098
xlmr,Case,token,pushtu,n/a,0,1967,0.3762,0.3745,0.3917,0.7661,0.4677,0.7661,0.0096,0.7686,0.0097
xlmr,Case,token,thai,n/a,0,1450,0.3762,0.3745,0.4069,0.7814,0.5831,0.7814,0.0053,0.7737,0.0108
xlmr,Case,token,сzech,n/a,0,7206,0.3762,0.3745,0.365,0.7395,0.8732,0.7395,0.0115,0.7373,0.0117
xlmr,Case,token,bulgarian,n/a,1,4132,0.3762,0.3745,0.4109,-0.0007,0.4934,0.7853,0.0066,0.7948,0.0071
xlmr,Case,token,english,n/a,1,19578,0.3762,0.3745,0.3875,-0.0012,0.6258,0.7619,0.001,0.7498,0.0019
xlmr,Case,token,german,n/a,1,8624,0.3762,0.3745,0.3798,-0.0053,0.7011,0.7543,0.0119,0.7475,0.0141
xlmr,Case,token,hindi,n/a,1,1672,0.3762,0.3745,0.3743,-0.0161,0.459,0.7488,0.0254,0.734,0.0249
xlmr,Case,token,hungarian,n/a,1,1126,0.3762,0.3745,0.3476,-0.0053,0.6092,0.722,0.0209,0.6969,0.0478
xlmr,Case,token,italian,n/a,1,10906,0.3762,0.3745,0.382,-0.0034,0.6917,0.7565,0.004,0.7527,0.0051
xlmr,Case,token,japonese,n/a,1,5373,0.3762,0.3745,0.4325,0.0078,0.4278,0.807,0.0003,0.8018,0.0031
xlmr,Case,token,kazah,n/a,1,12463,0.3762,0.3745,0.3928,0.0037,0.7089,0.7673,0.0028,0.7602,0.0022
xlmr,Case,token,korean,n/a,1,13275,0.3762,0.3745,0.3897,-0.0067,0.6599,0.7642,0.0021,0.7503,0.0004
xlmr,Case,token,norwegian,n/a,1,3779,0.3762,0.3745,0.3842,-0.0111,0.5589,0.7587,0.0147,0.7301,0.0229
xlmr,Case,token,pushtu,n/a,1,1967,0.3762,0.3745,0.3815,-0.0102,0.4677,0.756,0.0105,0.7445,0.0129
xlmr,Case,token,thai,n/a,1,1450,0.3762,0.3745,0.4166,0.0097,0.5831,0.791,0.0072,0.7765,0.0109
xlmr,Case,token,сzech,n/a,1,7206,0.3762,0.3745,0.3535,-0.0115,0.8732,0.728,0.0101,0.7246,0.01
xlmr,Case,token,bulgarian,n/a,2,4132,0.3762,0.3745,0.4198,0.009,0.4934,0.7943,0.0054,0.8012,0.0096
xlmr,Case,token,english,n/a,2,19578,0.3762,0.3745,0.4072,0.0197,0.6258,0.7816,0.005,0.7676,0.0047
xlmr,Case,token,german,n/a,2,8624,0.3762,0.3745,0.3898,0.01,0.7011,0.7643,0.0029,0.7566,0.0056
xlmr,Case,token,hindi,n/a,2,1672,0.3762,0.3745,0.3851,0.0108,0.459,0.7596,0.0201,0.7465,0.0185
xlmr,Case,token,hungarian,n/a,2,1126,0.3762,0.3745,0.3546,0.0071,0.6092,0.7291,0.0224,0.6953,0.0567
xlmr,Case,token,italian,n/a,2,10906,0.3762,0.3745,0.3966,0.0146,0.6917,0.771,0.0006,0.7658,0.0047
xlmr,Case,token,japonese,n/a,2,5373,0.3762,0.3745,0.4491,0.0166,0.4278,0.8236,0.0046,0.8162,0.0027
xlmr,Case,token,kazah,n/a,2,12463,0.3762,0.3745,0.4017,0.0089,0.7089,0.7762,0.0028,0.7633,0.0019
xlmr,Case,token,korean,n/a,2,13275,0.3762,0.3745,0.3961,0.0064,0.6599,0.7706,0.005,0.7549,0.0068
xlmr,Case,token,norwegian,n/a,2,3779,0.3762,0.3745,0.3969,0.0127,0.5589,0.7714,0.003,0.7444,0.0096
xlmr,Case,token,pushtu,n/a,2,1967,0.3762,0.3745,0.4003,0.0188,0.4677,0.7748,0.014,0.7667,0.0153
xlmr,Case,token,thai,n/a,2,1450,0.3762,0.3745,0.4166,-0.0,0.5831,0.791,0.0212,0.7728,0.0245
xlmr,Case,token,сzech,n/a,2,7206,0.3762,0.3745,0.3607,0.0072,0.8732,0.7352,0.0065,0.7316,0.0073
xlmr,Case,token,bulgarian,n/a,3,4132,0.3762,0.3745,0.4406,0.0208,0.4934,0.8151,0.003,0.8191,0.003
xlmr,Case,token,english,n/a,3,19578,0.3762,0.3745,0.4271,0.0199,0.6258,0.8016,0.0027,0.7914,0.0019
xlmr,Case,token,german,n/a,3,8624,0.3762,0.3745,0.4053,0.0155,0.7011,0.7798,0.0056,0.7753,0.0077
xlmr,Case,token,hindi,n/a,3,1672,0.3762,0.3745,0.3923,0.0072,0.459,0.7667,0.0091,0.7469,0.017
xlmr,Case,token,hungarian,n/a,3,1126,0.3762,0.3745,0.3698,0.0151,0.6092,0.7442,0.0121,0.7135,0.04
xlmr,Case,token,italian,n/a,3,10906,0.3762,0.3745,0.4168,0.0203,0.6917,0.7913,0.0018,0.7909,0.0042
xlmr,Case,token,japonese,n/a,3,5373,0.3762,0.3745,0.4636,0.0145,0.4278,0.8381,0.0042,0.8282,0.0097
xlmr,Case,token,kazah,n/a,3,12463,0.3762,0.3745,0.4214,0.0197,0.7089,0.7959,0.0033,0.7839,0.0026
xlmr,Case,token,korean,n/a,3,13275,0.3762,0.3745,0.4217,0.0255,0.6599,0.7962,0.003,0.7835,0.005
xlmr,Case,token,norwegian,n/a,3,3779,0.3762,0.3745,0.4104,0.0135,0.5589,0.7849,0.0079,0.7561,0.0204
xlmr,Case,token,pushtu,n/a,3,1967,0.3762,0.3745,0.4125,0.0122,0.4677,0.787,0.0157,0.7806,0.0193
xlmr,Case,token,thai,n/a,3,1450,0.3762,0.3745,0.4324,0.0159,0.5831,0.8069,0.0096,0.7865,0.0069
xlmr,Case,token,сzech,n/a,3,7206,0.3762,0.3745,0.3853,0.0246,0.8732,0.7598,0.0021,0.7584,0.0048
xlmr,Case,token,bulgarian,n/a,4,4132,0.3762,0.3745,0.4757,0.0351,0.4934,0.8502,0.0028,0.8493,0.0029
xlmr,Case,token,english,n/a,4,19578,0.3762,0.3745,0.4588,0.0317,0.6258,0.8332,0.0014,0.8267,0.0012
xlmr,Case,token,german,n/a,4,8624,0.3762,0.3745,0.4487,0.0434,0.7011,0.8232,0.0101,0.8217,0.0128
xlmr,Case,token,hindi,n/a,4,1672,0.3762,0.3745,0.427,0.0347,0.459,0.8014,0.0095,0.7906,0.0155
xlmr,Case,token,hungarian,n/a,4,1126,0.3762,0.3745,0.4213,0.0515,0.6092,0.7957,0.0033,0.7745,0.0178
xlmr,Case,token,italian,n/a,4,10906,0.3762,0.3745,0.4588,0.042,0.6917,0.8333,0.0035,0.8371,0.0033
xlmr,Case,token,japonese,n/a,4,5373,0.3762,0.3745,0.4867,0.0231,0.4278,0.8612,0.0067,0.8527,0.0096
xlmr,Case,token,kazah,n/a,4,12463,0.3762,0.3745,0.46,0.0386,0.7089,0.8345,0.0025,0.8273,0.0049
xlmr,Case,token,korean,n/a,4,13275,0.3762,0.3745,0.4579,0.0362,0.6599,0.8324,0.0045,0.8248,0.0035
xlmr,Case,token,norwegian,n/a,4,3779,0.3762,0.3745,0.4432,0.0328,0.5589,0.8177,0.0031,0.8047,0.0103
xlmr,Case,token,pushtu,n/a,4,1967,0.3762,0.3745,0.4283,0.0158,0.4677,0.8027,0.0063,0.7999,0.0114
xlmr,Case,token,thai,n/a,4,1450,0.3762,0.3745,0.449,0.0165,0.5831,0.8234,0.0121,0.8064,0.0139
xlmr,Case,token,сzech,n/a,4,7206,0.3762,0.3745,0.4408,0.0555,0.8732,0.8153,0.0072,0.8163,0.0073
xlmr,Case,token,bulgarian,n/a,5,4132,0.3762,0.3745,0.4965,0.0208,0.4934,0.871,0.0081,0.8708,0.0064
xlmr,Case,token,english,n/a,5,19578,0.3762,0.3745,0.4777,0.0189,0.6258,0.8521,0.0016,0.8438,0.0034
xlmr,Case,token,german,n/a,5,8624,0.3762,0.3745,0.4696,0.0209,0.7011,0.844,0.0036,0.8433,0.0078
xlmr,Case,token,hindi,n/a,5,1672,0.3762,0.3745,0.4443,0.0173,0.459,0.8188,0.0079,0.8125,0.0094
xlmr,Case,token,hungarian,n/a,5,1126,0.3762,0.3745,0.4408,0.0195,0.6092,0.8153,0.0027,0.8017,0.0131
xlmr,Case,token,italian,n/a,5,10906,0.3762,0.3745,0.4836,0.0248,0.6917,0.8581,0.0004,0.8572,0.004
xlmr,Case,token,japonese,n/a,5,5373,0.3762,0.3745,0.5012,0.0145,0.4278,0.8757,0.0043,0.8664,0.009
xlmr,Case,token,kazah,n/a,5,12463,0.3762,0.3745,0.4792,0.0192,0.7089,0.8536,0.0051,0.8428,0.0077
xlmr,Case,token,korean,n/a,5,13275,0.3762,0.3745,0.4786,0.0206,0.6599,0.853,0.0057,0.8466,0.0043
xlmr,Case,token,norwegian,n/a,5,3779,0.3762,0.3745,0.472,0.0288,0.5589,0.8465,0.0075,0.8292,0.013
xlmr,Case,token,pushtu,n/a,5,1967,0.3762,0.3745,0.4491,0.0208,0.4677,0.8236,0.0068,0.8197,0.0062
xlmr,Case,token,thai,n/a,5,1450,0.3762,0.3745,0.4752,0.0262,0.5831,0.8497,0.0036,0.8357,0.0064
xlmr,Case,token,сzech,n/a,5,7206,0.3762,0.3745,0.4684,0.0276,0.8732,0.8429,0.0066,0.8402,0.0058
xlmr,Case,token,bulgarian,n/a,6,4132,0.3762,0.3745,0.5157,0.0191,0.4934,0.8901,0.0028,0.893,0.0043
xlmr,Case,token,english,n/a,6,19578,0.3762,0.3745,0.4942,0.0165,0.6258,0.8687,0.0008,0.8619,0.0009
xlmr,Case,token,german,n/a,6,8624,0.3762,0.3745,0.4885,0.0189,0.7011,0.8629,0.0048,0.8585,0.0066
xlmr,Case,token,hindi,n/a,6,1672,0.3762,0.3745,0.4599,0.0156,0.459,0.8343,0.0044,0.8313,0.0159
xlmr,Case,token,hungarian,n/a,6,1126,0.3762,0.3745,0.463,0.0222,0.6092,0.8375,0.0067,0.8241,0.0089
xlmr,Case,token,italian,n/a,6,10906,0.3762,0.3745,0.4971,0.0135,0.6917,0.8715,0.0045,0.8736,0.0064
xlmr,Case,token,japonese,n/a,6,5373,0.3762,0.3745,0.5133,0.0121,0.4278,0.8878,0.0084,0.8828,0.0129
xlmr,Case,token,kazah,n/a,6,12463,0.3762,0.3745,0.4982,0.019,0.7089,0.8727,0.0012,0.8647,0.0024
xlmr,Case,token,korean,n/a,6,13275,0.3762,0.3745,0.4942,0.0157,0.6599,0.8687,0.0032,0.8637,0.0018
xlmr,Case,token,norwegian,n/a,6,3779,0.3762,0.3745,0.4887,0.0167,0.5589,0.8632,0.0062,0.8526,0.0111
xlmr,Case,token,pushtu,n/a,6,1967,0.3762,0.3745,0.47,0.0208,0.4677,0.8444,0.0087,0.8341,0.008
xlmr,Case,token,thai,n/a,6,1450,0.3762,0.3745,0.4986,0.0235,0.5831,0.8731,0.0082,0.8608,0.0137
xlmr,Case,token,сzech,n/a,6,7206,0.3762,0.3745,0.493,0.0246,0.8732,0.8675,0.0077,0.8688,0.0105
xlmr,Case,token,bulgarian,n/a,7,4132,0.3762,0.3745,0.5137,-0.0019,0.4934,0.8882,0.0052,0.8869,0.0056
xlmr,Case,token,english,n/a,7,19578,0.3762,0.3745,0.4949,0.0007,0.6258,0.8693,0.0024,0.8596,0.003
xlmr,Case,token,german,n/a,7,8624,0.3762,0.3745,0.4889,0.0005,0.7011,0.8634,0.0067,0.8569,0.011
xlmr,Case,token,hindi,n/a,7,1672,0.3762,0.3745,0.4628,0.003,0.459,0.8373,0.0238,0.8267,0.031
xlmr,Case,token,hungarian,n/a,7,1126,0.3762,0.3745,0.4657,0.0027,0.6092,0.8401,0.004,0.8161,0.0095
xlmr,Case,token,italian,n/a,7,10906,0.3762,0.3745,0.5033,0.0062,0.6917,0.8778,0.0043,0.8761,0.0058
xlmr,Case,token,japonese,n/a,7,5373,0.3762,0.3745,0.5161,0.0028,0.4278,0.8906,0.0084,0.881,0.0102
mbert,subj_position,sent,random_baseline,n/a,12,25483,0.6776,0.6698,0.0,0.0,-1.0,0.6698,0.0012,0.278,0.0016
mbert,subj_position,sent,arabic,n/a,0,1152,0.6776,0.6698,0.0741,0.7439,0.3102,0.7439,0.0089,0.596,0.0235
mbert,subj_position,sent,bulgarian,n/a,0,758,0.6776,0.6698,0.0835,0.7533,0.4139,0.7533,0.0046,0.5892,0.0101
mbert,subj_position,sent,chinese,n/a,0,2261,0.6776,0.6698,0.0069,0.6767,0.5964,0.6767,0.0074,0.5823,0.0112
mbert,subj_position,sent,english,n/a,0,2935,0.6776,0.6698,0.0249,0.6947,0.4427,0.6947,0.005,0.5586,0.0107
mbert,subj_position,sent,finnish,n/a,0,2695,0.6776,0.6698,-0.0286,0.6412,0.5666,0.6412,0.0106,0.5152,0.0255
mbert,subj_position,sent,french,n/a,0,2187,0.6776,0.6698,0.0609,0.7307,0.3444,0.7307,0.0131,0.5502,0.0238
