model,task,level,l1,resource_type,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std
rubert,Person,token,arabic,n/a,5,2709,0.5262,0.501,0.4945,0.0015,0.0141,0.9956,0.0009,0.9907,0.0028
rubert,Person,token,bulgarian,n/a,5,1663,0.5262,0.501,0.4929,-0.0006,0.0115,0.994,0.0031,0.9891,0.007
rubert,Person,token,chinese,n/a,5,3526,0.5262,0.501,0.495,-0.0003,0.0051,0.996,0.0008,0.9896,0.0016
rubert,Person,token,english,n/a,5,5260,0.5262,0.501,0.4942,0.0004,0.0031,0.9952,0.0011,0.9871,0.0036
rubert,Person,token,finnish,n/a,5,4105,0.5262,0.501,0.4948,-0.0002,0.0054,0.9959,0.0003,0.981,0.0019
rubert,Person,token,french,n/a,5,3615,0.5262,0.501,0.4959,0.0,0.005,0.997,0.0026,0.9885,0.0087
rubert,Person,token,german,n/a,5,2636,0.5262,0.501,0.4944,-0.0004,0.0053,0.9954,0.0009,0.9882,0.0019
rubert,Person,token,hindi,n/a,5,721,0.5262,0.501,0.4962,0.0,0.0333,0.9972,0.0039,0.9964,0.0051
rubert,Person,token,hungarian,n/a,5,421,0.5262,0.501,0.4871,0.0,0.0168,0.9881,0.0121,0.9744,0.0234
rubert,Person,token,italian,n/a,5,3101,0.5262,0.501,0.4954,-0.0003,0.0052,0.9965,0.0009,0.9855,0.004
rubert,Person,token,japonese,n/a,5,2294,0.5262,0.501,0.4976,0.0,0.0048,0.9987,0.0011,0.9985,0.0014
rubert,Person,token,kazah,n/a,5,4121,0.5262,0.501,0.4946,0.0,0.0012,0.9956,0.0021,0.9881,0.0055
rubert,Person,token,korean,n/a,5,3507,0.5262,0.501,0.4947,-0.0003,0.0023,0.9957,0.0007,0.9917,0.0014
rubert,Person,token,norwegian,n/a,5,1292,0.5262,0.501,0.4928,0.0015,0.0296,0.9938,0.0039,0.9864,0.0094
rubert,Person,token,pushtu,n/a,5,884,0.5262,0.501,0.4888,0.0011,0.0309,0.9898,0.0028,0.984,0.007
rubert,Person,token,swedish,n/a,5,2704,0.5262,0.501,0.493,-0.0004,0.0152,0.9941,0.0038,0.9849,0.0104
rubert,Person,token,thai,n/a,5,599,0.5262,0.501,0.4889,-0.0017,0.055,0.99,0.0082,0.9833,0.0147
rubert,Person,token,сzech,n/a,5,1670,0.5262,0.501,0.496,-0.0006,0.0144,0.997,0.0022,0.98,0.0151
rubert,Person,token,resource_high,high,5,33473,0.5262,0.501,0.496,-0.0001,0.0009,0.997,0.0001,0.9923,0.0007
rubert,Person,token,resource_low,low,5,11355,0.5262,0.501,0.4956,0.0002,0.0016,0.9967,0.0008,0.9921,0.0018
rubert,Person,token,arabic,n/a,6,2709,0.5262,0.501,0.4942,-0.0004,0.0141,0.9952,0.0019,0.9904,0.0041
rubert,Person,token,bulgarian,n/a,6,1663,0.5262,0.501,0.4923,-0.0006,0.0115,0.9934,0.0023,0.9878,0.0049
rubert,Person,token,chinese,n/a,6,3526,0.5262,0.501,0.4938,-0.0011,0.0051,0.9949,0.0012,0.9873,0.0041
rubert,Person,token,english,n/a,6,5260,0.5262,0.501,0.494,-0.0002,0.0031,0.9951,0.0005,0.9869,0.0022
rubert,Person,token,finnish,n/a,6,4105,0.5262,0.501,0.4936,-0.0012,0.0054,0.9946,0.0003,0.9763,0.0035
rubert,Person,token,french,n/a,6,3615,0.5262,0.501,0.4951,-0.0008,0.005,0.9961,0.0027,0.9868,0.0097
rubert,Person,token,german,n/a,6,2636,0.5262,0.501,0.494,-0.0004,0.0053,0.9951,0.0021,0.9878,0.0042
rubert,Person,token,hindi,n/a,6,721,0.5262,0.501,0.4948,-0.0014,0.0333,0.9958,0.0059,0.9954,0.0065
rubert,Person,token,hungarian,n/a,6,421,0.5262,0.501,0.4847,-0.0024,0.0168,0.9857,0.0154,0.9702,0.0385
rubert,Person,token,italian,n/a,6,3101,0.5262,0.501,0.4944,-0.001,0.0052,0.9955,0.0009,0.9821,0.0049
rubert,Person,token,japonese,n/a,6,2294,0.5262,0.501,0.4972,-0.0004,0.0048,0.9983,0.0012,0.9974,0.0019
rubert,Person,token,kazah,n/a,6,4121,0.5262,0.501,0.4946,0.0,0.0012,0.9956,0.0018,0.9892,0.0055
rubert,Person,token,korean,n/a,6,3507,0.5262,0.501,0.4941,-0.0006,0.0023,0.9952,0.0008,0.9906,0.0011
rubert,Person,token,norwegian,n/a,6,1292,0.5262,0.501,0.4928,0.0,0.0296,0.9938,0.0039,0.9864,0.0095
rubert,Person,token,pushtu,n/a,6,884,0.5262,0.501,0.4842,-0.0045,0.0309,0.9853,0.0043,0.9756,0.0053
rubert,Person,token,swedish,n/a,6,2704,0.5262,0.501,0.4927,-0.0004,0.0152,0.9937,0.0032,0.9847,0.0083
rubert,Person,token,thai,n/a,6,599,0.5262,0.501,0.4889,0.0,0.055,0.99,0.0082,0.9834,0.0121
rubert,Person,token,сzech,n/a,6,1670,0.5262,0.501,0.496,0.0,0.0144,0.997,0.0008,0.9836,0.0106
rubert,Person,token,resource_high,high,6,33473,0.5262,0.501,0.496,0.0,0.0009,0.9971,0.0002,0.9927,0.0003
rubert,Person,token,resource_low,low,6,11355,0.5262,0.501,0.4951,-0.0005,0.0016,0.9961,0.0003,0.9913,0.0013
rubert,Person,token,arabic,n/a,7,2709,0.5262,0.501,0.4916,-0.0026,0.0141,0.9926,0.0023,0.9845,0.0058
rubert,Person,token,bulgarian,n/a,7,1663,0.5262,0.501,0.4881,-0.0042,0.0115,0.9892,0.0015,0.9828,0.0056
rubert,Person,token,chinese,n/a,7,3526,0.5262,0.501,0.4927,-0.0011,0.0051,0.9938,0.002,0.9872,0.0043
rubert,Person,token,english,n/a,7,5260,0.5262,0.501,0.4919,-0.0021,0.0031,0.993,0.0003,0.9804,0.0024
rubert,Person,token,finnish,n/a,7,4105,0.5262,0.501,0.4909,-0.0027,0.0054,0.992,0.0016,0.9639,0.0047
rubert,Person,token,french,n/a,7,3615,0.5262,0.501,0.4931,-0.0019,0.005,0.9942,0.0027,0.9814,0.0061
rubert,Person,token,german,n/a,7,2636,0.5262,0.501,0.4925,-0.0015,0.0053,0.9936,0.003,0.9865,0.0055
rubert,Person,token,hindi,n/a,7,721,0.5262,0.501,0.4962,0.0014,0.0333,0.9972,0.0039,0.9964,0.0051
rubert,Person,token,hungarian,n/a,7,421,0.5262,0.501,0.4847,0.0,0.0168,0.9857,0.0154,0.9652,0.0359
rubert,Person,token,italian,n/a,7,3101,0.5262,0.501,0.4938,-0.0006,0.0052,0.9948,0.0012,0.98,0.0071
rubert,Person,token,japonese,n/a,7,2294,0.5262,0.501,0.495,-0.0022,0.0048,0.9961,0.0021,0.9952,0.0027
rubert,Person,token,kazah,n/a,7,4121,0.5262,0.501,0.4936,-0.001,0.0012,0.9947,0.0009,0.987,0.0023
rubert,Person,token,korean,n/a,7,3507,0.5262,0.501,0.4924,-0.0017,0.0023,0.9934,0.0016,0.988,0.001
rubert,Person,token,norwegian,n/a,7,1292,0.5262,0.501,0.4897,-0.0031,0.0296,0.9907,0.0019,0.9808,0.0028
rubert,Person,token,pushtu,n/a,7,884,0.5262,0.501,0.4808,-0.0034,0.0309,0.9819,0.0043,0.9695,0.0033
rubert,Person,token,swedish,n/a,7,2704,0.5262,0.501,0.4893,-0.0033,0.0152,0.9904,0.0055,0.9768,0.0147
rubert,Person,token,thai,n/a,7,599,0.5262,0.501,0.4872,-0.0017,0.055,0.9883,0.0103,0.9822,0.0133
rubert,Person,token,сzech,n/a,7,1670,0.5262,0.501,0.4948,-0.0012,0.0144,0.9958,0.0022,0.9827,0.0149
rubert,Person,token,resource_high,high,7,33473,0.5262,0.501,0.4946,-0.0015,0.0009,0.9956,0.0006,0.9892,0.0017
rubert,Person,token,resource_low,low,7,11355,0.5262,0.501,0.4938,-0.0013,0.0016,0.9948,0.0008,0.9881,0.0019
rubert,Person,token,arabic,n/a,8,2709,0.5262,0.501,0.4912,-0.0004,0.0141,0.9922,0.0024,0.9843,0.0047
rubert,Person,token,bulgarian,n/a,8,1663,0.5262,0.501,0.4869,-0.0012,0.0115,0.988,0.0009,0.9793,0.003
rubert,Person,token,chinese,n/a,8,3526,0.5262,0.501,0.4904,-0.0023,0.0051,0.9915,0.0024,0.9802,0.0074
rubert,Person,token,english,n/a,8,5260,0.5262,0.501,0.4908,-0.0011,0.0031,0.9918,0.0003,0.9789,0.0016
rubert,Person,token,finnish,n/a,8,4105,0.5262,0.501,0.4904,-0.0005,0.0054,0.9915,0.0007,0.9636,0.0034
rubert,Person,token,french,n/a,8,3615,0.5262,0.501,0.4912,-0.0019,0.005,0.9923,0.0017,0.9771,0.003
rubert,Person,token,german,n/a,8,2636,0.5262,0.501,0.4891,-0.0034,0.0053,0.9901,0.003,0.9797,0.0084
rubert,Person,token,hindi,n/a,8,721,0.5262,0.501,0.4934,-0.0028,0.0333,0.9944,0.0052,0.9929,0.0057
rubert,Person,token,hungarian,n/a,8,421,0.5262,0.501,0.4823,-0.0023,0.0168,0.9834,0.0121,0.9653,0.0248
rubert,Person,token,italian,n/a,8,3101,0.5262,0.501,0.4935,-0.0003,0.0052,0.9945,0.0016,0.9787,0.0062
rubert,Person,token,japonese,n/a,8,2294,0.5262,0.501,0.492,-0.0031,0.0048,0.993,0.0012,0.9924,0.0025
rubert,Person,token,kazah,n/a,8,4121,0.5262,0.501,0.4912,-0.0024,0.0012,0.9922,0.0007,0.982,0.0026
rubert,Person,token,korean,n/a,8,3507,0.5262,0.501,0.4913,-0.0011,0.0023,0.9923,0.0025,0.9865,0.004
rubert,Person,token,norwegian,n/a,8,1292,0.5262,0.501,0.4889,-0.0008,0.0296,0.9899,0.0029,0.9803,0.0044
rubert,Person,token,pushtu,n/a,8,884,0.5262,0.501,0.4775,-0.0034,0.0309,0.9785,0.0032,0.9631,0.0094
rubert,Person,token,swedish,n/a,8,2704,0.5262,0.501,0.4867,-0.0026,0.0152,0.9878,0.0039,0.972,0.0107
rubert,Person,token,thai,n/a,8,599,0.5262,0.501,0.4806,-0.0067,0.055,0.9816,0.0126,0.9705,0.0149
rubert,Person,token,сzech,n/a,8,1670,0.5262,0.501,0.4918,-0.003,0.0144,0.9928,0.0029,0.9726,0.0204
rubert,Person,token,resource_high,high,8,33473,0.5262,0.501,0.4938,-0.0007,0.0009,0.9949,0.001,0.9877,0.0021
rubert,Person,token,resource_low,low,8,11355,0.5262,0.501,0.4929,-0.0009,0.0016,0.9939,0.0006,0.9866,0.0017
rubert,Person,token,arabic,n/a,9,2709,0.5262,0.501,0.4894,-0.0018,0.0141,0.9904,0.0028,0.9813,0.006
rubert,Person,token,bulgarian,n/a,9,1663,0.5262,0.501,0.4803,-0.0066,0.0115,0.9814,0.0023,0.9707,0.0004
rubert,Person,token,chinese,n/a,9,3526,0.5262,0.501,0.4882,-0.0023,0.0051,0.9892,0.0034,0.9754,0.0084
rubert,Person,token,english,n/a,9,5260,0.5262,0.501,0.4906,-0.0002,0.0031,0.9916,0.0015,0.9787,0.0046
rubert,Person,token,finnish,n/a,9,4105,0.5262,0.501,0.4885,-0.0019,0.0054,0.9895,0.0019,0.9605,0.0017
rubert,Person,token,french,n/a,9,3615,0.5262,0.501,0.4907,-0.0006,0.005,0.9917,0.0014,0.9746,0.0012
rubert,Person,token,german,n/a,9,2636,0.5262,0.501,0.4876,-0.0015,0.0053,0.9886,0.0025,0.9792,0.0051
rubert,Person,token,hindi,n/a,9,721,0.5262,0.501,0.4948,0.0014,0.0333,0.9958,0.0034,0.9954,0.0033
rubert,Person,token,hungarian,n/a,9,421,0.5262,0.501,0.4776,-0.0048,0.0168,0.9786,0.0175,0.9411,0.0533
rubert,Person,token,italian,n/a,9,3101,0.5262,0.501,0.4902,-0.0032,0.0052,0.9913,0.0028,0.9737,0.0051
rubert,Person,token,japonese,n/a,9,2294,0.5262,0.501,0.4915,-0.0004,0.0048,0.9926,0.0016,0.992,0.0013
rubert,Person,token,kazah,n/a,9,4121,0.5262,0.501,0.489,-0.0022,0.0012,0.9901,0.0012,0.9787,0.0041
rubert,Person,token,korean,n/a,9,3507,0.5262,0.501,0.4898,-0.0014,0.0023,0.9909,0.0011,0.9834,0.0026
rubert,Person,token,norwegian,n/a,9,1292,0.5262,0.501,0.4904,0.0015,0.0296,0.9915,0.0039,0.981,0.0076
rubert,Person,token,pushtu,n/a,9,884,0.5262,0.501,0.4797,0.0023,0.0309,0.9808,0.0042,0.9668,0.0098
rubert,Person,token,swedish,n/a,9,2704,0.5262,0.501,0.4882,0.0015,0.0152,0.9893,0.0037,0.9776,0.0117
rubert,Person,token,thai,n/a,9,599,0.5262,0.501,0.4789,-0.0017,0.055,0.9799,0.0109,0.9691,0.0135
rubert,Person,token,сzech,n/a,9,1670,0.5262,0.501,0.4924,0.0006,0.0144,0.9934,0.0017,0.9808,0.0144
rubert,Person,token,resource_high,high,9,33473,0.5262,0.501,0.4932,-0.0006,0.0009,0.9943,0.0007,0.9869,0.0017
rubert,Person,token,resource_low,low,9,11355,0.5262,0.501,0.4917,-0.0011,0.0016,0.9928,0.0011,0.9846,0.0021
rubert,Person,token,arabic,n/a,10,2709,0.5262,0.501,0.4882,-0.0011,0.0141,0.9893,0.0019,0.979,0.0037
rubert,Person,token,bulgarian,n/a,10,1663,0.5262,0.501,0.4767,-0.0036,0.0115,0.9778,0.0009,0.9622,0.0033
rubert,Person,token,chinese,n/a,10,3526,0.5262,0.501,0.4868,-0.0014,0.0051,0.9878,0.0035,0.9745,0.0105
rubert,Person,token,english,n/a,10,5260,0.5262,0.501,0.4881,-0.0025,0.0031,0.9892,0.0017,0.9739,0.0044
rubert,Person,token,finnish,n/a,10,4105,0.5262,0.501,0.487,-0.0015,0.0054,0.9881,0.0024,0.9541,0.0092
rubert,Person,token,french,n/a,10,3615,0.5262,0.501,0.4873,-0.0033,0.005,0.9884,0.0007,0.9707,0.0065
rubert,Person,token,german,n/a,10,2636,0.5262,0.501,0.488,0.0004,0.0053,0.989,0.0019,0.9813,0.0037
rubert,Person,token,hindi,n/a,10,721,0.5262,0.501,0.4837,-0.0111,0.0333,0.9847,0.002,0.9784,0.0034
rubert,Person,token,hungarian,n/a,10,421,0.5262,0.501,0.4776,-0.0,0.0168,0.9786,0.0154,0.9411,0.0519
rubert,Person,token,italian,n/a,10,3101,0.5262,0.501,0.4886,-0.0016,0.0052,0.9897,0.0039,0.9739,0.0048
rubert,Person,token,japonese,n/a,10,2294,0.5262,0.501,0.4907,-0.0009,0.0048,0.9917,0.0022,0.989,0.0039
rubert,Person,token,kazah,n/a,10,4121,0.5262,0.501,0.4888,-0.0002,0.0012,0.9898,0.0016,0.9774,0.0038
rubert,Person,token,korean,n/a,10,3507,0.5262,0.501,0.4875,-0.0023,0.0023,0.9886,0.0008,0.9784,0.0022
rubert,Person,token,norwegian,n/a,10,1292,0.5262,0.501,0.4897,-0.0008,0.0296,0.9907,0.0057,0.9822,0.0116
rubert,Person,token,pushtu,n/a,10,884,0.5262,0.501,0.4752,-0.0045,0.0309,0.9762,0.0028,0.9585,0.0067
rubert,Person,token,swedish,n/a,10,2704,0.5262,0.501,0.4842,-0.0041,0.0152,0.9852,0.0055,0.9699,0.0141
rubert,Person,token,thai,n/a,10,599,0.5262,0.501,0.4739,-0.005,0.055,0.9749,0.0142,0.9632,0.013
rubert,Person,token,сzech,n/a,10,1670,0.5262,0.501,0.4906,-0.0018,0.0144,0.9916,0.0022,0.976,0.0145
rubert,Person,token,resource_high,high,10,33473,0.5262,0.501,0.4907,-0.0026,0.0009,0.9917,0.0004,0.9824,0.0002
rubert,Person,token,resource_low,low,10,11355,0.5262,0.501,0.489,-0.0027,0.0016,0.99,0.0005,0.9789,0.0017
rubert,Person,token,arabic,n/a,11,2709,0.5262,0.501,0.4846,-0.0037,0.0141,0.9856,0.0016,0.9763,0.0055
rubert,Person,token,bulgarian,n/a,11,1663,0.5262,0.501,0.4719,-0.0048,0.0115,0.9729,0.0039,0.9552,0.0099
rubert,Person,token,chinese,n/a,11,3526,0.5262,0.501,0.4836,-0.0031,0.0051,0.9847,0.0043,0.9711,0.0133
rubert,Person,token,english,n/a,11,5260,0.5262,0.501,0.4874,-0.0008,0.0031,0.9884,0.0016,0.973,0.0048
rubert,Person,token,finnish,n/a,11,4105,0.5262,0.501,0.4838,-0.0032,0.0054,0.9849,0.0023,0.9437,0.0057
rubert,Person,token,french,n/a,11,3615,0.5262,0.501,0.4862,-0.0011,0.005,0.9873,0.0017,0.9683,0.0052
rubert,Person,token,german,n/a,11,2636,0.5262,0.501,0.4872,-0.0008,0.0053,0.9882,0.0014,0.9778,0.0037
rubert,Person,token,hindi,n/a,11,721,0.5262,0.501,0.4712,-0.0125,0.0333,0.9723,0.0098,0.966,0.0108
rubert,Person,token,hungarian,n/a,11,421,0.5262,0.501,0.4728,-0.0048,0.0168,0.9738,0.0122,0.9429,0.0413
rubert,Person,token,italian,n/a,11,3101,0.5262,0.501,0.4864,-0.0023,0.0052,0.9874,0.0034,0.9682,0.0053
rubert,Person,token,japonese,n/a,11,2294,0.5262,0.501,0.4872,-0.0035,0.0048,0.9882,0.0011,0.9851,0.0011
rubert,Person,token,kazah,n/a,11,4121,0.5262,0.501,0.4854,-0.0034,0.0012,0.9864,0.0003,0.9727,0.0029
rubert,Person,token,korean,n/a,11,3507,0.5262,0.501,0.4855,-0.002,0.0023,0.9866,0.0021,0.9757,0.0051
rubert,Person,token,norwegian,n/a,11,1292,0.5262,0.501,0.4897,0.0,0.0296,0.9907,0.0038,0.9805,0.0079
rubert,Person,token,pushtu,n/a,11,884,0.5262,0.501,0.4718,-0.0034,0.0309,0.9729,0.0073,0.9576,0.0164
rubert,Person,token,swedish,n/a,11,2704,0.5262,0.501,0.4816,-0.0026,0.0152,0.9826,0.0045,0.9654,0.013
rubert,Person,token,thai,n/a,11,599,0.5262,0.501,0.4772,0.0033,0.055,0.9783,0.0166,0.9701,0.0179
rubert,Person,token,сzech,n/a,11,1670,0.5262,0.501,0.4858,-0.0048,0.0144,0.9868,0.0052,0.9679,0.022
rubert,Person,token,resource_high,high,11,33473,0.5262,0.501,0.4884,-0.0023,0.0009,0.9895,0.0004,0.978,0.0013
rubert,Person,token,resource_low,low,11,11355,0.5262,0.501,0.4864,-0.0026,0.0016,0.9875,0.0017,0.9768,0.0033
rubert,Person,token,arabic,n/a,12,2709,0.5262,0.501,0.4834,-0.0011,0.0141,0.9845,0.0024,0.9756,0.004
rubert,Person,token,bulgarian,n/a,12,1663,0.5262,0.501,0.4695,-0.0024,0.0115,0.9705,0.0072,0.9542,0.0186
rubert,Person,token,chinese,n/a,12,3526,0.5262,0.501,0.4817,-0.002,0.0051,0.9827,0.0053,0.9697,0.0127
rubert,Person,token,english,n/a,12,5260,0.5262,0.501,0.4803,-0.007,0.0031,0.9814,0.0026,0.9587,0.0058
rubert,Person,token,finnish,n/a,12,4105,0.5262,0.501,0.4765,-0.0073,0.0054,0.9776,0.0033,0.9227,0.0116
rubert,Person,token,french,n/a,12,3615,0.5262,0.501,0.4843,-0.0019,0.005,0.9853,0.0021,0.9636,0.0046
rubert,Person,token,german,n/a,12,2636,0.5262,0.501,0.4796,-0.0076,0.0053,0.9807,0.0056,0.9656,0.0085
rubert,Person,token,hindi,n/a,12,721,0.5262,0.501,0.4671,-0.0041,0.0333,0.9681,0.0019,0.9657,0.0031
rubert,Person,token,hungarian,n/a,12,421,0.5262,0.501,0.468,-0.0048,0.0168,0.9691,0.0147,0.9173,0.0739
rubert,Person,token,italian,n/a,12,3101,0.5262,0.501,0.4809,-0.0055,0.0052,0.9819,0.0053,0.9551,0.0148
rubert,Person,token,japonese,n/a,12,2294,0.5262,0.501,0.4793,-0.0078,0.0048,0.9804,0.0053,0.9783,0.0066
rubert,Person,token,kazah,n/a,12,4121,0.5262,0.501,0.4786,-0.0068,0.0012,0.9796,0.0006,0.9628,0.004
rubert,Person,token,korean,n/a,12,3507,0.5262,0.501,0.4759,-0.0097,0.0023,0.9769,0.0018,0.9567,0.0053
rubert,Person,token,norwegian,n/a,12,1292,0.5262,0.501,0.4788,-0.0108,0.0296,0.9799,0.0011,0.9567,0.0101
rubert,Person,token,pushtu,n/a,12,884,0.5262,0.501,0.4628,-0.0091,0.0309,0.9638,0.0015,0.943,0.001
rubert,Person,token,swedish,n/a,12,2704,0.5262,0.501,0.476,-0.0055,0.0152,0.9771,0.0032,0.9569,0.009
rubert,Person,token,thai,n/a,12,599,0.5262,0.501,0.4672,-0.01,0.055,0.9682,0.0185,0.9607,0.0223
rubert,Person,token,сzech,n/a,12,1670,0.5262,0.501,0.481,-0.0048,0.0144,0.982,0.0039,0.954,0.0255
rubert,Person,token,resource_high,high,12,33473,0.5262,0.501,0.4844,-0.004,0.0009,0.9855,0.0006,0.9717,0.0009
rubert,Person,token,resource_low,low,12,11355,0.5262,0.501,0.4806,-0.0058,0.0016,0.9817,0.0018,0.9679,0.0035
rubert,Mood,token,random_baseline,n/a,12,37043,0.986,0.9852,0.0,0.0,-1.0,0.9852,0.0001,0.4963,0.0
rubert,Mood,token,arabic,n/a,0,2126,0.986,0.9852,0.0049,0.9901,0.0218,0.9901,0.002,0.8131,0.054
rubert,Mood,token,chinese,n/a,0,2992,0.986,0.9852,0.0094,0.9947,0.0097,0.9947,0.0024,0.9084,0.0436
rubert,Mood,token,english,n/a,0,4486,0.986,0.9852,0.0105,0.9958,0.0134,0.9958,0.0019,0.8005,0.1193
rubert,Mood,token,finnish,n/a,0,3853,0.986,0.9852,0.0096,0.9948,0.007,0.9948,0.0013,0.6563,0.1156
rubert,Mood,token,french,n/a,0,2887,0.986,0.9852,0.0089,0.9941,0.0083,0.9941,0.001,0.7236,0.0038
rubert,Mood,token,german,n/a,0,2450,0.986,0.9852,0.0042,0.9894,0.0201,0.9894,0.0015,0.7214,0.0626
rubert,Mood,token,italian,n/a,0,2373,0.986,0.9852,0.0089,0.9941,0.0194,0.9941,0.0016,0.8217,0.0673
rubert,Mood,token,japonese,n/a,0,1524,0.986,0.9852,0.0069,0.9921,0.0321,0.9921,0.0043,0.9525,0.0269
rubert,Mood,token,kazah,n/a,0,3551,0.986,0.9852,0.0094,0.9946,0.0234,0.9946,0.0011,0.8655,0.0371
rubert,Mood,token,korean,n/a,0,2957,0.986,0.9852,0.0053,0.9905,0.0221,0.9905,0.0013,0.8471,0.028
rubert,Mood,token,swedish,n/a,0,2372,0.986,0.9852,0.0084,0.9937,0.0253,0.9937,0.001,0.8303,0.033
rubert,Mood,token,resource_high,high,0,27718,0.986,0.9852,0.0112,0.9965,0.0054,0.9965,0.0004,0.9377,0.006
rubert,Mood,token,resource_low,low,0,9325,0.986,0.9852,0.0109,0.9961,0.0078,0.9961,0.0008,0.9109,0.018
rubert,Mood,token,arabic,n/a,1,2126,0.986,0.9852,0.0054,0.0005,0.0218,0.9906,0.0027,0.8217,0.0661
rubert,Mood,token,chinese,n/a,1,2992,0.986,0.9852,0.0098,0.0003,0.0097,0.995,0.0022,0.9154,0.0396
rubert,Mood,token,english,n/a,1,4486,0.986,0.9852,0.011,0.0004,0.0134,0.9962,0.0017,0.8431,0.0812
rubert,Mood,token,finnish,n/a,1,3853,0.986,0.9852,0.0096,0.0,0.007,0.9948,0.0019,0.6765,0.1375
rubert,Mood,token,french,n/a,1,2887,0.986,0.9852,0.0092,0.0003,0.0083,0.9945,0.0005,0.7419,0.0465
rubert,Mood,token,german,n/a,1,2450,0.986,0.9852,0.005,0.0008,0.0201,0.9902,0.0017,0.7475,0.0711
rubert,Mood,token,italian,n/a,1,2373,0.986,0.9852,0.0084,-0.0004,0.0194,0.9937,0.0021,0.7988,0.0945
rubert,Mood,token,japonese,n/a,1,1524,0.986,0.9852,0.0089,0.002,0.0321,0.9941,0.0048,0.9646,0.0291
rubert,Mood,token,kazah,n/a,1,3551,0.986,0.9852,0.0086,-0.0008,0.0234,0.9938,0.0008,0.8438,0.0286
rubert,Mood,token,korean,n/a,1,2957,0.986,0.9852,0.0067,0.0014,0.0221,0.9919,0.0008,0.8677,0.0109
rubert,Mood,token,swedish,n/a,1,2372,0.986,0.9852,0.0089,0.0004,0.0253,0.9941,0.0006,0.8437,0.0281
rubert,Mood,token,resource_high,high,1,27718,0.986,0.9852,0.0113,0.0,0.0054,0.9965,0.0004,0.9388,0.0071
rubert,Mood,token,resource_low,low,1,9325,0.986,0.9852,0.0109,0.0,0.0078,0.9961,0.0011,0.9085,0.0288
rubert,Mood,token,arabic,n/a,2,2126,0.986,0.9852,0.0054,0.0,0.0218,0.9906,0.0018,0.8225,0.043
rubert,Mood,token,chinese,n/a,2,2992,0.986,0.9852,0.0114,0.0017,0.0097,0.9967,0.0009,0.9477,0.0158
rubert,Mood,token,english,n/a,2,4486,0.986,0.9852,0.0114,0.0004,0.0134,0.9967,0.0011,0.8701,0.0464
rubert,Mood,token,finnish,n/a,2,3853,0.986,0.9852,0.0101,0.0005,0.007,0.9953,0.0013,0.7099,0.0959
rubert,Mood,token,french,n/a,2,2887,0.986,0.9852,0.0103,0.001,0.0083,0.9955,0.0005,0.792,0.0554
rubert,Mood,token,german,n/a,2,2450,0.986,0.9852,0.0066,0.0016,0.0201,0.9918,0.0021,0.7958,0.0751
rubert,Mood,token,italian,n/a,2,2373,0.986,0.9852,0.0093,0.0008,0.0194,0.9945,0.0021,0.8303,0.079
rubert,Mood,token,japonese,n/a,2,1524,0.986,0.9852,0.0095,0.0007,0.0321,0.9948,0.0061,0.968,0.0377
rubert,Mood,token,kazah,n/a,2,3551,0.986,0.9852,0.0091,0.0006,0.0234,0.9944,0.0017,0.854,0.0535
rubert,Mood,token,korean,n/a,2,2957,0.986,0.9852,0.0056,-0.001,0.0221,0.9909,0.0,0.861,0.0068
rubert,Mood,token,swedish,n/a,2,2372,0.986,0.9852,0.0097,0.0008,0.0253,0.9949,0.001,0.8666,0.0468
rubert,Mood,token,resource_high,high,2,27718,0.986,0.9852,0.0114,0.0001,0.0054,0.9966,0.0005,0.9406,0.0076
rubert,Mood,token,resource_low,low,2,9325,0.986,0.9852,0.0117,0.0008,0.0078,0.9969,0.0005,0.9279,0.0122
rubert,Mood,token,arabic,n/a,3,2126,0.986,0.9852,0.0068,0.0014,0.0218,0.992,0.0018,0.8588,0.0423
rubert,Mood,token,chinese,n/a,3,2992,0.986,0.9852,0.0108,-0.0007,0.0097,0.996,0.0016,0.935,0.0293
rubert,Mood,token,english,n/a,3,4486,0.986,0.9852,0.0112,-0.0002,0.0134,0.9964,0.0014,0.8481,0.0745
rubert,Mood,token,finnish,n/a,3,3853,0.986,0.9852,0.0106,0.0005,0.007,0.9958,0.0004,0.7641,0.0108
rubert,Mood,token,french,n/a,3,2887,0.986,0.9852,0.0099,-0.0003,0.0083,0.9952,0.0005,0.7754,0.0387
rubert,Mood,token,german,n/a,3,2450,0.986,0.9852,0.0095,0.0029,0.0201,0.9947,0.0015,0.8774,0.0508
rubert,Mood,token,italian,n/a,3,2373,0.986,0.9852,0.0093,0.0,0.0194,0.9945,0.0016,0.8383,0.0676
rubert,Mood,token,japonese,n/a,3,1524,0.986,0.9852,0.0128,0.0033,0.0321,0.998,0.0028,0.9888,0.0158
rubert,Mood,token,kazah,n/a,3,3551,0.986,0.9852,0.0094,0.0003,0.0234,0.9946,0.0017,0.8658,0.0531
rubert,Mood,token,korean,n/a,3,2957,0.986,0.9852,0.0063,0.0007,0.0221,0.9915,0.0005,0.8708,0.0141
rubert,Mood,token,swedish,n/a,3,2372,0.986,0.9852,0.0097,0.0,0.0253,0.9949,0.0,0.8724,0.013
rubert,Mood,token,resource_high,high,3,27718,0.986,0.9852,0.0116,0.0002,0.0054,0.9968,0.0005,0.9435,0.0083
