model,task,task_level,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std,group,l1,prof_level,mode
mbert,Case,token,3,18526,0.3762,0.3745,0.4315,0.0253,0.3711,0.8059,0.0051,0.7927,0.0062,A2,all,A2,pooled
mbert,Case,token,4,18526,0.3762,0.3745,0.4471,0.0156,0.3711,0.8215,0.0048,0.8115,0.0074,A2,all,A2,pooled
mbert,Case,token,5,18526,0.3762,0.3745,0.4609,0.0139,0.3711,0.8354,0.002,0.826,0.0024,A2,all,A2,pooled
mbert,Case,token,6,18526,0.3762,0.3745,0.4743,0.0133,0.3711,0.8488,0.0027,0.8367,0.003,A2,all,A2,pooled
mbert,Case,token,7,18526,0.3762,0.3745,0.4695,-0.0047,0.3711,0.844,0.0053,0.8335,0.0062,A2,all,A2,pooled
mbert,Case,token,8,18526,0.3762,0.3745,0.4686,-0.001,0.3711,0.843,0.0007,0.8281,0.0022,A2,all,A2,pooled
mbert,Case,token,9,18526,0.3762,0.3745,0.4639,-0.0047,0.3711,0.8383,0.003,0.8237,0.0075,A2,all,A2,pooled
mbert,Case,token,10,18526,0.3762,0.3745,0.4615,-0.0024,0.3711,0.836,0.0024,0.8206,0.0055,A2,all,A2,pooled
mbert,Case,token,11,18526,0.3762,0.3745,0.455,-0.0065,0.3711,0.8295,0.0047,0.8135,0.0085,A2,all,A2,pooled
mbert,Case,token,12,18526,0.3762,0.3745,0.4505,-0.0045,0.3711,0.825,0.0025,0.8114,0.003,A2,all,A2,pooled
mbert,Case,token,12,149780,0.3762,0.3745,0.0,0.0,-1.0,0.3745,0.0002,0.0801,0.0004,random_baseline,all,n/a,pooled
mbert,Number,token,0,9169,0.7424,0.7424,0.1925,0.9349,0.108,0.9349,0.006,0.8948,0.0093,A1,all,A1,pooled
mbert,Number,token,0,23220,0.7424,0.7424,0.1987,0.9412,0.082,0.9412,0.0022,0.9154,0.003,A2,all,A2,pooled
mbert,Number,token,0,42999,0.7424,0.7424,0.1944,0.9368,0.1175,0.9368,0.0011,0.9168,0.0017,B1,all,B1,pooled
mbert,Number,token,0,58221,0.7424,0.7424,0.1902,0.9326,0.1389,0.9326,0.0007,0.9163,0.001,B2,all,B2,pooled
mbert,Number,token,0,49838,0.7424,0.7424,0.19,0.9325,0.1484,0.9325,0.0015,0.9088,0.0023,C1,all,C1,pooled
mbert,Number,token,1,9169,0.7424,0.7424,0.1904,-0.0021,0.108,0.9328,0.0059,0.8928,0.0092,A1,all,A1,pooled
mbert,Number,token,1,23220,0.7424,0.7424,0.1996,0.0009,0.082,0.942,0.0012,0.9168,0.0013,A2,all,A2,pooled
mbert,Number,token,1,42999,0.7424,0.7424,0.1973,0.0029,0.1175,0.9398,0.0003,0.9207,0.0004,B1,all,B1,pooled
mbert,Number,token,1,58221,0.7424,0.7424,0.1921,0.002,0.1389,0.9346,0.0007,0.9188,0.0008,B2,all,B2,pooled
mbert,Number,token,1,49838,0.7424,0.7424,0.1912,0.0012,0.1484,0.9336,0.0003,0.9105,0.0007,C1,all,C1,pooled
mbert,Number,token,2,9169,0.7424,0.7424,0.1944,0.004,0.108,0.9369,0.003,0.8986,0.0057,A1,all,A1,pooled
mbert,Number,token,2,23220,0.7424,0.7424,0.202,0.0024,0.082,0.9444,0.0011,0.9205,0.0014,A2,all,A2,pooled
mbert,Number,token,2,42999,0.7424,0.7424,0.2023,0.005,0.1175,0.9448,0.0018,0.9274,0.0024,B1,all,B1,pooled
mbert,Number,token,2,58221,0.7424,0.7424,0.1983,0.0062,0.1389,0.9408,0.0009,0.9265,0.0012,B2,all,B2,pooled
mbert,Number,token,2,49838,0.7424,0.7424,0.1972,0.006,0.1484,0.9396,0.0007,0.9188,0.0008,C1,all,C1,pooled
mbert,Number,token,3,9169,0.7424,0.7424,0.2018,0.0074,0.108,0.9443,0.0025,0.91,0.003,A1,all,A1,pooled
mbert,Number,token,3,23220,0.7424,0.7424,0.2142,0.0122,0.082,0.9566,0.0017,0.9378,0.0023,A2,all,A2,pooled
mbert,Number,token,3,42999,0.7424,0.7424,0.2135,0.0111,0.1175,0.9559,0.0006,0.9422,0.0007,B1,all,B1,pooled
mbert,Number,token,3,58221,0.7424,0.7424,0.2128,0.0145,0.1389,0.9552,0.0018,0.9446,0.0022,B2,all,B2,pooled
mbert,Number,token,3,49838,0.7424,0.7424,0.2113,0.0141,0.1484,0.9537,0.0016,0.938,0.0021,C1,all,C1,pooled
mbert,Number,token,4,9169,0.7424,0.7424,0.2118,0.0099,0.108,0.9542,0.0026,0.9263,0.0041,A1,all,A1,pooled
mbert,Number,token,4,23220,0.7424,0.7424,0.2174,0.0032,0.082,0.9599,0.001,0.9427,0.0012,A2,all,A2,pooled
mbert,Number,token,4,42999,0.7424,0.7424,0.2214,0.0079,0.1175,0.9638,0.0007,0.9526,0.0009,B1,all,B1,pooled
mbert,Number,token,4,58221,0.7424,0.7424,0.2206,0.0077,0.1389,0.963,0.0002,0.9543,0.0002,B2,all,B2,pooled
mbert,Number,token,4,49838,0.7424,0.7424,0.2193,0.008,0.1484,0.9617,0.0007,0.9488,0.0008,C1,all,C1,pooled
mbert,Number,token,5,9169,0.7424,0.7424,0.2161,0.0044,0.108,0.9586,0.0008,0.9337,0.0009,A1,all,A1,pooled
mbert,Number,token,5,23220,0.7424,0.7424,0.2222,0.0048,0.082,0.9646,0.001,0.9494,0.0014,A2,all,A2,pooled
mbert,Number,token,5,42999,0.7424,0.7424,0.2286,0.0072,0.1175,0.971,0.001,0.9621,0.0012,B1,all,B1,pooled
mbert,Number,token,5,58221,0.7424,0.7424,0.2298,0.0093,0.1389,0.9722,0.0013,0.9657,0.0016,B2,all,B2,pooled
mbert,Number,token,5,49838,0.7424,0.7424,0.23,0.0107,0.1484,0.9724,0.0006,0.9631,0.0008,C1,all,C1,pooled
mbert,Number,token,6,9169,0.7424,0.7424,0.216,-0.0001,0.108,0.9584,0.0003,0.9332,0.0008,A1,all,A1,pooled
mbert,Number,token,6,23220,0.7424,0.7424,0.2205,-0.0017,0.082,0.9629,0.0007,0.9471,0.001,A2,all,A2,pooled
mbert,Number,token,6,42999,0.7424,0.7424,0.2284,-0.0002,0.1175,0.9708,0.0002,0.9619,0.0003,B1,all,B1,pooled
mbert,Number,token,6,58221,0.7424,0.7424,0.2296,-0.0002,0.1389,0.972,0.0007,0.9655,0.0009,B2,all,B2,pooled
mbert,Number,token,6,49838,0.7424,0.7424,0.2306,0.0006,0.1484,0.973,0.0005,0.964,0.0006,C1,all,C1,pooled
mbert,Number,token,7,9169,0.7424,0.7424,0.2129,-0.0032,0.108,0.9553,0.0019,0.9282,0.0033,A1,all,A1,pooled
mbert,Number,token,7,23220,0.7424,0.7424,0.2176,-0.0028,0.082,0.9601,0.0031,0.9429,0.0044,A2,all,A2,pooled
mbert,Number,token,7,42999,0.7424,0.7424,0.2271,-0.0013,0.1175,0.9695,0.0003,0.9601,0.0004,B1,all,B1,pooled
mbert,Number,token,7,58221,0.7424,0.7424,0.2278,-0.0018,0.1389,0.9702,0.0007,0.9632,0.0009,B2,all,B2,pooled
mbert,Number,token,7,49838,0.7424,0.7424,0.2302,-0.0003,0.1484,0.9727,0.002,0.9636,0.0027,C1,all,C1,pooled
mbert,Number,token,8,9169,0.7424,0.7424,0.2061,-0.0068,0.108,0.9485,0.0008,0.9176,0.0019,A1,all,A1,pooled
mbert,Number,token,8,23220,0.7424,0.7424,0.2149,-0.0027,0.082,0.9574,0.0013,0.9389,0.0016,A2,all,A2,pooled
mbert,Number,token,8,42999,0.7424,0.7424,0.2249,-0.0022,0.1175,0.9673,0.0004,0.9572,0.0006,B1,all,B1,pooled
mbert,Number,token,8,58221,0.7424,0.7424,0.2245,-0.0033,0.1389,0.9669,0.0007,0.9592,0.0009,B2,all,B2,pooled
mbert,Number,token,8,49838,0.7424,0.7424,0.2273,-0.0029,0.1484,0.9697,0.0015,0.9596,0.0019,C1,all,C1,pooled
mbert,Number,token,9,9169,0.7424,0.7424,0.2024,-0.0037,0.108,0.9448,0.0032,0.9113,0.0055,A1,all,A1,pooled
mbert,Number,token,9,23220,0.7424,0.7424,0.2139,-0.001,0.082,0.9564,0.0026,0.9376,0.0034,A2,all,A2,pooled
mbert,Number,token,9,42999,0.7424,0.7424,0.2233,-0.0016,0.1175,0.9657,0.001,0.9551,0.0014,B1,all,B1,pooled
mbert,Number,token,9,58221,0.7424,0.7424,0.2213,-0.0032,0.1389,0.9638,0.0008,0.9553,0.0009,B2,all,B2,pooled
mbert,Number,token,9,49838,0.7424,0.7424,0.2248,-0.0025,0.1484,0.9672,0.0017,0.9562,0.0023,C1,all,C1,pooled
mbert,Number,token,10,9169,0.7424,0.7424,0.2013,-0.0011,0.108,0.9437,0.004,0.9095,0.0067,A1,all,A1,pooled
mbert,Number,token,10,23220,0.7424,0.7424,0.2114,-0.0025,0.082,0.9539,0.0021,0.934,0.0027,A2,all,A2,pooled
mbert,Number,token,10,42999,0.7424,0.7424,0.2213,-0.002,0.1175,0.9637,0.0005,0.9525,0.0005,B1,all,B1,pooled
mbert,Number,token,10,58221,0.7424,0.7424,0.2175,-0.0038,0.1389,0.96,0.0008,0.9506,0.001,B2,all,B2,pooled
mbert,Number,token,10,49838,0.7424,0.7424,0.2213,-0.0035,0.1484,0.9637,0.002,0.9515,0.0027,C1,all,C1,pooled
mbert,Number,token,11,9169,0.7424,0.7424,0.2024,0.0011,0.108,0.9448,0.0022,0.9117,0.0032,A1,all,A1,pooled
mbert,Number,token,11,23220,0.7424,0.7424,0.2071,-0.0043,0.082,0.9495,0.0037,0.9278,0.0054,A2,all,A2,pooled
mbert,Number,token,11,42999,0.7424,0.7424,0.2173,-0.004,0.1175,0.9597,0.0015,0.9473,0.0021,B1,all,B1,pooled
mbert,Number,token,11,58221,0.7424,0.7424,0.214,-0.0036,0.1389,0.9564,0.0007,0.9462,0.001,B2,all,B2,pooled
mbert,Number,token,11,49838,0.7424,0.7424,0.2175,-0.0038,0.1484,0.9599,0.001,0.9464,0.0014,C1,all,C1,pooled
mbert,Number,token,12,9169,0.7424,0.7424,0.1985,-0.0039,0.108,0.9409,0.0022,0.9038,0.0037,A1,all,A1,pooled
mbert,Number,token,12,23220,0.7424,0.7424,0.2015,-0.0056,0.082,0.9439,0.0025,0.9196,0.0033,A2,all,A2,pooled
mbert,Number,token,12,42999,0.7424,0.7424,0.2101,-0.0072,0.1175,0.9525,0.0016,0.9377,0.0022,B1,all,B1,pooled
mbert,Number,token,12,58221,0.7424,0.7424,0.2072,-0.0068,0.1389,0.9496,0.0005,0.9377,0.0007,B2,all,B2,pooled
mbert,Number,token,12,49838,0.7424,0.7424,0.2102,-0.0072,0.1484,0.9526,0.0013,0.9365,0.0019,C1,all,C1,pooled
mbert,Number,token,12,183447,0.7424,0.7424,0.0,0.0,-1.0,0.7424,0.0,0.4261,0.0,random_baseline,all,n/a,pooled
mbert,Aspect,token,0,2811,0.7048,0.7026,0.2458,0.9484,0.0149,0.9484,0.0041,0.9282,0.0053,A1,all,A1,pooled
mbert,Aspect,token,0,6784,0.7048,0.7026,0.2551,0.9577,0.0775,0.9577,0.001,0.947,0.0011,A2,all,A2,pooled
mbert,Aspect,token,0,12797,0.7048,0.7026,0.2587,0.9612,0.0,0.9612,0.0013,0.9533,0.0015,B1,all,B1,pooled
mbert,Aspect,token,0,15941,0.7048,0.7026,0.2539,0.9565,0.0017,0.9565,0.0025,0.9482,0.003,B2,all,B2,pooled
mbert,Aspect,token,0,13156,0.7048,0.7026,0.2477,0.9503,0.0134,0.9503,0.003,0.942,0.0037,C1,all,C1,pooled
mbert,Aspect,token,1,2811,0.7048,0.7026,0.2501,0.0043,0.0149,0.9527,0.002,0.9339,0.0023,A1,all,A1,pooled
mbert,Aspect,token,1,6784,0.7048,0.7026,0.2523,-0.0028,0.0775,0.9549,0.0026,0.9436,0.003,A2,all,A2,pooled
mbert,Aspect,token,1,12797,0.7048,0.7026,0.2547,-0.004,0.0,0.9573,0.0021,0.9486,0.0024,B1,all,B1,pooled
mbert,Aspect,token,1,15941,0.7048,0.7026,0.2491,-0.0048,0.0017,0.9517,0.0026,0.9425,0.0032,B2,all,B2,pooled
mbert,Aspect,token,1,13156,0.7048,0.7026,0.2407,-0.007,0.0134,0.9433,0.0025,0.9339,0.0029,C1,all,C1,pooled
mbert,Aspect,token,2,2811,0.7048,0.7026,0.2466,-0.0036,0.0149,0.9491,0.0094,0.9293,0.0125,A1,all,A1,pooled
mbert,Aspect,token,2,6784,0.7048,0.7026,0.2528,0.0004,0.0775,0.9553,0.0007,0.9442,0.0006,A2,all,A2,pooled
mbert,Aspect,token,2,12797,0.7048,0.7026,0.254,-0.0007,0.0,0.9566,0.0013,0.9478,0.0016,B1,all,B1,pooled
mbert,Aspect,token,2,15941,0.7048,0.7026,0.2499,0.0008,0.0017,0.9525,0.004,0.9435,0.005,B2,all,B2,pooled
mbert,Aspect,token,2,13156,0.7048,0.7026,0.2432,0.0024,0.0134,0.9457,0.0014,0.9368,0.0017,C1,all,C1,pooled
mbert,Aspect,token,3,2811,0.7048,0.7026,0.243,-0.0036,0.0149,0.9456,0.0054,0.9249,0.0068,A1,all,A1,pooled
mbert,Aspect,token,3,6784,0.7048,0.7026,0.2538,0.001,0.0775,0.9564,0.0008,0.9454,0.001,A2,all,A2,pooled
mbert,Aspect,token,3,12797,0.7048,0.7026,0.2537,-0.0002,0.0,0.9563,0.0031,0.9473,0.0039,B1,all,B1,pooled
mbert,Aspect,token,3,15941,0.7048,0.7026,0.2475,-0.0024,0.0017,0.9501,0.0044,0.9404,0.0056,B2,all,B2,pooled
mbert,Aspect,token,3,13156,0.7048,0.7026,0.2458,0.0027,0.0134,0.9484,0.0015,0.9398,0.0017,C1,all,C1,pooled
mbert,Aspect,token,4,2811,0.7048,0.7026,0.2455,0.0025,0.0149,0.9481,0.0051,0.928,0.0063,A1,all,A1,pooled
mbert,Aspect,token,4,6784,0.7048,0.7026,0.2516,-0.0022,0.0775,0.9542,0.0008,0.9426,0.001,A2,all,A2,pooled
mbert,Aspect,token,4,12797,0.7048,0.7026,0.253,-0.0007,0.0,0.9556,0.0019,0.9465,0.0023,B1,all,B1,pooled
mbert,Aspect,token,4,15941,0.7048,0.7026,0.2471,-0.0004,0.0017,0.9497,0.0045,0.9399,0.0055,B2,all,B2,pooled
mbert,Aspect,token,4,13156,0.7048,0.7026,0.2446,-0.0012,0.0134,0.9472,0.0033,0.9384,0.0037,C1,all,C1,pooled
mbert,Aspect,token,5,2811,0.7048,0.7026,0.238,-0.0075,0.0149,0.9406,0.008,0.9178,0.0107,A1,all,A1,pooled
mbert,Aspect,token,5,6784,0.7048,0.7026,0.2427,-0.0088,0.0775,0.9453,0.0022,0.9315,0.0025,A2,all,A2,pooled
mbert,Aspect,token,5,12797,0.7048,0.7026,0.2473,-0.0058,0.0,0.9498,0.0018,0.9394,0.0021,B1,all,B1,pooled
mbert,Aspect,token,5,15941,0.7048,0.7026,0.2444,-0.0028,0.0017,0.9469,0.0027,0.9366,0.0035,B2,all,B2,pooled
mbert,Aspect,token,5,13156,0.7048,0.7026,0.2373,-0.0073,0.0134,0.9399,0.0031,0.9299,0.0037,C1,all,C1,pooled
mbert,Aspect,token,6,2811,0.7048,0.7026,0.2263,-0.0117,0.0149,0.9289,0.0076,0.9019,0.01,A1,all,A1,pooled
mbert,Aspect,token,6,6784,0.7048,0.7026,0.2355,-0.0072,0.0775,0.9381,0.0062,0.9226,0.0076,A2,all,A2,pooled
mbert,Aspect,token,6,12797,0.7048,0.7026,0.236,-0.0113,0.0,0.9386,0.0018,0.9259,0.0023,B1,all,B1,pooled
mbert,Aspect,token,6,15941,0.7048,0.7026,0.2362,-0.0082,0.0017,0.9388,0.0022,0.9271,0.0029,B2,all,B2,pooled
mbert,Aspect,token,6,13156,0.7048,0.7026,0.2291,-0.0082,0.0134,0.9317,0.0018,0.9203,0.0021,C1,all,C1,pooled
mbert,Aspect,token,7,2811,0.7048,0.7026,0.2199,-0.0064,0.0149,0.9224,0.0104,0.8929,0.0132,A1,all,A1,pooled
mbert,Aspect,token,7,6784,0.7048,0.7026,0.2228,-0.0127,0.0775,0.9254,0.0022,0.9069,0.0029,A2,all,A2,pooled
mbert,Aspect,token,7,12797,0.7048,0.7026,0.2255,-0.0105,0.0,0.9281,0.0031,0.9132,0.0036,B1,all,B1,pooled
mbert,Aspect,token,7,15941,0.7048,0.7026,0.228,-0.0082,0.0017,0.9306,0.0024,0.9172,0.0035,B2,all,B2,pooled
mbert,Aspect,token,7,13156,0.7048,0.7026,0.2179,-0.0112,0.0134,0.9205,0.0034,0.9072,0.0041,C1,all,C1,pooled
mbert,Aspect,token,8,2811,0.7048,0.7026,0.211,-0.0089,0.0149,0.9136,0.0076,0.8797,0.0104,A1,all,A1,pooled
mbert,Aspect,token,8,6784,0.7048,0.7026,0.2078,-0.015,0.0775,0.9104,0.0021,0.8877,0.0029,A2,all,A2,pooled
mbert,Aspect,token,8,12797,0.7048,0.7026,0.2166,-0.0089,0.0,0.9192,0.0008,0.9028,0.001,B1,all,B1,pooled
mbert,Aspect,token,8,15941,0.7048,0.7026,0.2168,-0.0112,0.0017,0.9194,0.005,0.9036,0.0066,B2,all,B2,pooled
mbert,Aspect,token,8,13156,0.7048,0.7026,0.2085,-0.0094,0.0134,0.9111,0.0025,0.896,0.003,C1,all,C1,pooled
mbert,Aspect,token,9,2811,0.7048,0.7026,0.2092,-0.0018,0.0149,0.9118,0.0059,0.8776,0.0087,A1,all,A1,pooled
mbert,Aspect,token,9,6784,0.7048,0.7026,0.2019,-0.0059,0.0775,0.9045,0.0011,0.8807,0.0018,A2,all,A2,pooled
mbert,Aspect,token,9,12797,0.7048,0.7026,0.2122,-0.0044,0.0,0.9148,0.0029,0.8972,0.0036,B1,all,B1,pooled
mbert,Aspect,token,9,15941,0.7048,0.7026,0.2097,-0.0072,0.0017,0.9122,0.0048,0.8951,0.0063,B2,all,B2,pooled
mbert,Aspect,token,9,13156,0.7048,0.7026,0.2026,-0.0059,0.0134,0.9051,0.0024,0.8891,0.0027,C1,all,C1,pooled
mbert,Aspect,token,10,2811,0.7048,0.7026,0.2074,-0.0018,0.0149,0.91,0.0085,0.8752,0.0117,A1,all,A1,pooled
mbert,Aspect,token,10,6784,0.7048,0.7026,0.1928,-0.0091,0.0775,0.8953,0.0011,0.8694,0.001,A2,all,A2,pooled
mbert,Aspect,token,10,12797,0.7048,0.7026,0.2087,-0.0035,0.0,0.9113,0.0033,0.8927,0.0038,B1,all,B1,pooled
mbert,Aspect,token,10,15941,0.7048,0.7026,0.2038,-0.0059,0.0017,0.9063,0.005,0.8882,0.0067,B2,all,B2,pooled
mbert,Aspect,token,10,13156,0.7048,0.7026,0.1989,-0.0036,0.0134,0.9015,0.0043,0.8851,0.0047,C1,all,C1,pooled
mbert,Aspect,token,11,2811,0.7048,0.7026,0.1996,-0.0078,0.0149,0.9022,0.0082,0.8651,0.0112,A1,all,A1,pooled
mbert,Aspect,token,11,6784,0.7048,0.7026,0.1913,-0.0015,0.0775,0.8939,0.0016,0.8678,0.0021,A2,all,A2,pooled
mbert,Aspect,token,11,12797,0.7048,0.7026,0.2042,-0.0045,0.0,0.9068,0.0041,0.8872,0.0049,B1,all,B1,pooled
mbert,Aspect,token,11,15941,0.7048,0.7026,0.2024,-0.0014,0.0017,0.905,0.0049,0.8862,0.0069,B2,all,B2,pooled
mbert,Aspect,token,11,13156,0.7048,0.7026,0.1953,-0.0036,0.0134,0.8979,0.0031,0.8808,0.0034,C1,all,C1,pooled
mbert,Aspect,token,12,2811,0.7048,0.7026,0.1992,-0.0004,0.0149,0.9018,0.0071,0.8637,0.009,A1,all,A1,pooled
mbert,Aspect,token,12,6784,0.7048,0.7026,0.1972,0.0059,0.0775,0.8998,0.0058,0.8742,0.0073,A2,all,A2,pooled
mbert,Aspect,token,12,12797,0.7048,0.7026,0.1943,-0.0099,0.0,0.8969,0.0048,0.8751,0.0065,B1,all,B1,pooled
mbert,Aspect,token,12,15941,0.7048,0.7026,0.1886,-0.0137,0.0017,0.8912,0.0061,0.8694,0.008,B2,all,B2,pooled
mbert,Aspect,token,12,13156,0.7048,0.7026,0.1874,-0.0079,0.0134,0.89,0.0024,0.8712,0.0028,C1,all,C1,pooled
mbert,Aspect,token,12,51489,0.7048,0.7026,0.0,0.0,-1.0,0.7026,0.0006,0.4155,0.001,random_baseline,all,n/a,pooled
mbert,Tense,token,0,2166,0.5509,0.524,0.4363,0.9603,0.0485,0.9603,0.0017,0.8633,0.0146,A1,all,A1,pooled
mbert,Tense,token,0,5137,0.5509,0.524,0.448,0.972,0.0161,0.972,0.0058,0.9148,0.0227,A2,all,A2,pooled
mbert,Tense,token,0,9326,0.5509,0.524,0.4487,0.9727,0.0135,0.9727,0.0034,0.9225,0.0119,B1,all,B1,pooled
mbert,Tense,token,0,12337,0.5509,0.524,0.448,0.972,0.0087,0.972,0.0016,0.9055,0.007,B2,all,B2,pooled
mbert,Tense,token,0,10470,0.5509,0.524,0.4467,0.9707,0.023,0.9707,0.0031,0.9177,0.0073,C1,all,C1,pooled
mbert,Tense,token,1,2166,0.5509,0.524,0.4336,-0.0028,0.0485,0.9575,0.0056,0.8605,0.0219,A1,all,A1,pooled
mbert,Tense,token,1,5137,0.5509,0.524,0.4468,-0.0012,0.0161,0.9708,0.0038,0.9086,0.0198,A2,all,A2,pooled
mbert,Tense,token,1,9326,0.5509,0.524,0.4492,0.0005,0.0135,0.9732,0.0044,0.9253,0.0139,B1,all,B1,pooled
mbert,Tense,token,1,12337,0.5509,0.524,0.4496,0.0016,0.0087,0.9736,0.0015,0.9136,0.0097,B2,all,B2,pooled
mbert,Tense,token,1,10470,0.5509,0.524,0.4446,-0.0021,0.023,0.9686,0.0045,0.9105,0.0073,C1,all,C1,pooled
mbert,Tense,token,2,2166,0.5509,0.524,0.4349,0.0014,0.0485,0.9589,0.0065,0.8644,0.0239,A1,all,A1,pooled
mbert,Tense,token,2,5137,0.5509,0.524,0.4486,0.0018,0.0161,0.9726,0.0059,0.9118,0.0224,A2,all,A2,pooled
mbert,Tense,token,2,9326,0.5509,0.524,0.4498,0.0005,0.0135,0.9737,0.0038,0.9237,0.0143,B1,all,B1,pooled
mbert,Tense,token,2,12337,0.5509,0.524,0.4507,0.0011,0.0087,0.9747,0.0026,0.9147,0.005,B2,all,B2,pooled
mbert,Tense,token,2,10470,0.5509,0.524,0.4471,0.0025,0.023,0.9711,0.0032,0.9162,0.0037,C1,all,C1,pooled
mbert,Tense,token,3,2166,0.5509,0.524,0.4428,0.0078,0.0485,0.9668,0.006,0.8863,0.0273,A1,all,A1,pooled
mbert,Tense,token,3,5137,0.5509,0.524,0.4505,0.0019,0.0161,0.9745,0.0041,0.9159,0.0131,A2,all,A2,pooled
mbert,Tense,token,3,9326,0.5509,0.524,0.4515,0.0017,0.0135,0.9754,0.0036,0.9261,0.0112,B1,all,B1,pooled
mbert,Tense,token,3,12337,0.5509,0.524,0.4523,0.0015,0.0087,0.9763,0.002,0.9205,0.0058,B2,all,B2,pooled
mbert,Tense,token,3,10470,0.5509,0.524,0.4509,0.0038,0.023,0.9749,0.0021,0.921,0.0063,C1,all,C1,pooled
mbert,Tense,token,4,2166,0.5509,0.524,0.4423,-0.0005,0.0485,0.9663,0.0026,0.8891,0.0065,A1,all,A1,pooled
mbert,Tense,token,4,5137,0.5509,0.524,0.4519,0.0014,0.0161,0.9759,0.0036,0.9206,0.0101,A2,all,A2,pooled
mbert,Tense,token,4,9326,0.5509,0.524,0.4531,0.0016,0.0135,0.9771,0.0021,0.9297,0.0064,B1,all,B1,pooled
mbert,Tense,token,4,12337,0.5509,0.524,0.4516,-0.0006,0.0087,0.9756,0.0032,0.9155,0.0113,B2,all,B2,pooled
mbert,Tense,token,4,10470,0.5509,0.524,0.4524,0.0015,0.023,0.9764,0.0031,0.9247,0.0033,C1,all,C1,pooled
mbert,Tense,token,5,2166,0.5509,0.524,0.4409,-0.0014,0.0485,0.9649,0.0026,0.8908,0.0067,A1,all,A1,pooled
mbert,Tense,token,5,5137,0.5509,0.524,0.4521,0.0002,0.0161,0.9761,0.0041,0.919,0.0144,A2,all,A2,pooled
mbert,Tense,token,5,9326,0.5509,0.524,0.4509,-0.0021,0.0135,0.9749,0.0027,0.9239,0.0085,B1,all,B1,pooled
mbert,Tense,token,5,12337,0.5509,0.524,0.4495,-0.0022,0.0087,0.9734,0.0044,0.9035,0.0162,B2,all,B2,pooled
mbert,Tense,token,5,10470,0.5509,0.524,0.4502,-0.0022,0.023,0.9742,0.0032,0.9185,0.0021,C1,all,C1,pooled
mbert,Tense,token,6,2166,0.5509,0.524,0.4405,-0.0005,0.0485,0.9645,0.0092,0.8842,0.0447,A1,all,A1,pooled
mbert,Tense,token,6,5137,0.5509,0.524,0.4492,-0.0029,0.0161,0.9731,0.0022,0.9077,0.0123,A2,all,A2,pooled
mbert,Tense,token,6,9326,0.5509,0.524,0.4456,-0.0054,0.0135,0.9695,0.0024,0.9058,0.0076,B1,all,B1,pooled
mbert,Tense,token,6,12337,0.5509,0.524,0.447,-0.0024,0.0087,0.971,0.0017,0.891,0.0103,B2,all,B2,pooled
mbert,Tense,token,6,10470,0.5509,0.524,0.4457,-0.0046,0.023,0.9696,0.0024,0.9002,0.0078,C1,all,C1,pooled
mbert,Tense,token,7,2166,0.5509,0.524,0.4386,-0.0018,0.0485,0.9626,0.0068,0.877,0.0171,A1,all,A1,pooled
mbert,Tense,token,7,5137,0.5509,0.524,0.4464,-0.0027,0.0161,0.9704,0.0007,0.8931,0.0088,A2,all,A2,pooled
mbert,Tense,token,7,9326,0.5509,0.524,0.4404,-0.0051,0.0135,0.9644,0.0024,0.8938,0.0126,B1,all,B1,pooled
mbert,Tense,token,7,12337,0.5509,0.524,0.4424,-0.0046,0.0087,0.9664,0.0011,0.8775,0.007,B2,all,B2,pooled
mbert,Tense,token,7,10470,0.5509,0.524,0.4381,-0.0075,0.023,0.9621,0.002,0.8755,0.0005,C1,all,C1,pooled
mbert,Tense,token,8,2166,0.5509,0.524,0.4276,-0.0111,0.0485,0.9515,0.0071,0.8374,0.0209,A1,all,A1,pooled
mbert,Tense,token,8,5137,0.5509,0.524,0.4402,-0.0062,0.0161,0.9642,0.0003,0.8718,0.0081,A2,all,A2,pooled
mbert,Tense,token,8,9326,0.5509,0.524,0.4346,-0.0058,0.0135,0.9586,0.0015,0.8722,0.0129,B1,all,B1,pooled
mbert,Tense,token,8,12337,0.5509,0.524,0.4348,-0.0076,0.0087,0.9587,0.0021,0.8584,0.0096,B2,all,B2,pooled
mbert,Tense,token,8,10470,0.5509,0.524,0.428,-0.0101,0.023,0.952,0.0033,0.8523,0.0102,C1,all,C1,pooled
mbert,Tense,token,9,2166,0.5509,0.524,0.4299,0.0023,0.0485,0.9538,0.0035,0.8511,0.0072,A1,all,A1,pooled
mbert,Tense,token,9,5137,0.5509,0.524,0.4373,-0.0029,0.0161,0.9613,0.0012,0.8612,0.0062,A2,all,A2,pooled
mbert,Tense,token,9,9326,0.5509,0.524,0.4314,-0.0032,0.0135,0.9554,0.0008,0.868,0.0124,B1,all,B1,pooled
mbert,Tense,token,9,12337,0.5509,0.524,0.4335,-0.0013,0.0087,0.9574,0.0035,0.8597,0.0055,B2,all,B2,pooled
mbert,Tense,token,9,10470,0.5509,0.524,0.4251,-0.0029,0.023,0.9491,0.0001,0.8463,0.0079,C1,all,C1,pooled
mbert,Tense,token,10,2166,0.5509,0.524,0.4294,-0.0005,0.0485,0.9534,0.0036,0.8444,0.0119,A1,all,A1,pooled
